Planet_Name,Host_Star,Discovery_Method,Discovery_Year,Discovery_Facility,Reference_Name,Orbital_Period_Days,Orbital_Period_Error_Upper,Orbital_Period_Error_Lower,Semi_Major_Axis_AU,Planet_Radius_Earth,pl_radj,Planet_Mass_Earth,pl_bmassj,pl_bmassprov,Orbital_Eccentricity,pl_insol,Equilibrium_Temperature,UEB_temp,LEB_temp,pl_eqtlim,ttv_flag,st_refname,st_spectype,Star_Temperature_K,Star_UEBTemp,Star_LEBTemp,st_tefflim,Star_Radius_Solar,Star_Mass_Solar,Star_Metallicity,Star_Surface_Gravity,sy_refname,rastr,ra,dec,System_Distance_PC,System_Visual_Magnitude,System_Infrared_Magnitude,Discovery_Date,features,scaled_features,Discovery_Method_Index,Discovery_Facility_Index
TOI-1194 b,TOI-1194,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2.3106446,5.4E-7,-5.40E-07,0.034,8.717,0.778,120,0.37756,Mass,0,486.9533952254643,1264,19,-19,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,Unknown,5394,65,-63,0,0.96,0.98,0.348,4.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h11m17.16s,167.8214811,69.9647749,149.667,11.302,9.34,1/1/2023,"[8.717,120.0,5394.0]","[0.0708479136995545,-0.33167497979944865,-2.705245922272544E-4]",0,0
K2-232 b,K2-232,Transit,2018,K2,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.2572B/abstract target=ref>Brahm et al. 2018</a>,11.168454,2.3E-5,-2.30E-05,0.10356,11.209,1,126.49634,0.398,Mass,0.258,486.9533952254643,1030,15,-15,0,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.2572B/abstract target=ref>Brahm et al. 2018</a>,Unknown,6154,60,-60,0,1.16,1.19,0.1,4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m04.03s,73.7667927,18.654323,130.72,9.822,8.434,1/1/2018,"[11.209,126.49634,6154.0]","[0.5237071926867062,-0.318235503894489,0.9305248272140049]",0,2
HATS-7 b,HATS-7,Transit,2015,HATSouth,<a refstr=BAKOS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...813..111B/abstract target=ref>Bakos et al. 2015</a>,3.185315,5.4E-6,-5.40E-06,0.04012,6.311,0.563,38.1396,0.12,Mass,0.17,486.9533952254643,1084,32,-32,0,0,<a refstr=BAKOS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...813..111B/abstract target=ref>Bakos et al. 2015</a>,K2,4985,50,-50,0,0.81,0.85,0.25,4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m25.62s,208.8567465,-21.2078587,240.707,13.347,10.976,1/1/2015,"[6.311,38.1396,4985.0]","[-0.36638299530649987,-0.5010258563499924,-0.5011853915511074]",0,4
HD 110067 d,HD 110067,Transit,2023,Multiple Observatories,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,20.519617,4.0E-5,-4.00E-05,0.1362,2.852,0.254,8.52,0.02681,Mass,0.09342614,486.9533952254643,602,8,-8,0,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266,64,-64,0,0.79,0.8,-0.2,4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,20.0273377,32.1585,8.419,6.492,1/1/2023,"[2.852,8.52,5266.0]","[-0.9949705739648297,-0.5623021904880675,-0.15703605752801372]",0,9
Kepler-85 c,Kepler-85,Transit,2012,Kepler,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,12.51,0.013030851,-0.009756005,0.11312557679914075,1.978,0.176,2.15,0.00676,Mass,0.027,486.9533952254643,1102,28,-27,0,1,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,Unknown,5505.2,89.4,-89.4,0,0.88,0.93,0.062,4.392565130260512,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m53.63s,290.9734395,45.2902761,765.025,14.89,13.083,1/1/2012,"[1.978,2.15,5505.2]","[-1.153798427028542,-0.5754802971626863,0.13591953214573702]",0,1
HAT-P-17 b,HAT-P-17,Transit,2010,HATNet,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,10.33852,9.0E-6,-9.00E-06,0.11312557679914075,11.769,1.05,184.3414,0.58,Mass,0.35,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,5246,80,-80,0,0.87,0.99,0,4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h38m08.63s,324.5359781,30.4881882,92.3831,10.375,8.544,1/1/2010,"[11.769,184.3414,5246.0]","[0.6254733227961785,-0.19856699976894365,-0.18153067204923035]",0,5
HATS-16 b,HATS-16,Transit,2016,HATSouth,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,2.686502,1.1E-5,-1.10E-05,0.03744,14.572,1.3,1039.3041,3.27,Mass,0,486.9533952254643,1592,61,-82,0,0,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,G3 V,5738,79,-79,0,1.24,0.97,-0.1,4.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h54m14.12s,358.5588439,-30.0130385,757.044,13.957,12.28,1/1/2016,"[14.572,1039.3041,5738.0]","[1.134849149040555,1.5701597919767545,0.42103684517269885]",0,4
Kepler-106 c,Kepler-106,Transit,2014,Kepler,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,13.5708,0.013030851,-0.009756005,0.11312557679914075,2.5,0.223,10.44,0.033,Mass,0.09342614,486.9533952254643,1102,28,-27,0,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Unknown,5858,114,-114,0,1.04,1,-0.12,4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h03m27.36s,300.864006,44.3375497,444.322,12.923,11.431,1/1/2014,"[2.5,10.44,5858.0]","[-1.0589378557479268,-0.5583301394966597,0.5680045322999987]",0,1
Kepler-41 b,Kepler-41,Transit,2011,Kepler,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,1.8555582,5.2E-7,-5.20E-07,0.03101,14.46,1.29,177.98,0.56,Mass,0,486.9533952254643,1790,31,-31,0,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,G2 V,5750,100,-100,0,1.29,1.15,0.38,4.28,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m03.18s,294.5132465,45.9816453,1093.08,14.509,12.892,1/1/2011,"[14.46,177.98,5750.0]","[1.1144959230186609,-0.21172731496516345,0.43573361388542886]",0,1
Kepler-5 b,Kepler-5,Transit,2009,Kepler,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,3.5484657,7.0E-7,-7.00E-07,0.0538,15.984,1.426,670.93913,2.111,Mass,0.09342614,486.9533952254643,1750,20,-20,0,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,Unknown,6297,60,-60,0,1.79,1.37,0.04,3.96,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h57m37.69s,299.4070341,44.0350387,899.777,13.325,11.769,1/1/2009,"[15.984,670.93913,6297.0]","[1.391445177102296,0.8080949772431989,1.1056613210407038]",0,1
HATS-3 b,HATS-3,Transit,2013,HATSouth,<a refstr=BAYLISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....146..113B/abstract target=ref> Bayliss et al. 2013 </a>,3.547851,5.0E-6,-5.00E-06,0.0485,15.48,1.381,340.382,1.071,Mass,0,486.9533952254643,1648,24,-24,0,0,<a refstr=BAYLISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....146..113B/abstract target=ref> Bayliss et al. 2013 </a>,F,6351,76,-76,0,1.4,1.21,-0.157,4.22,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h49m49.80s,312.4574879,-24.4286938,411.211,12.433,10.694,1/1/2013,"[15.48,340.382,6351.0]","[1.299855660003771,0.12424613561120072,1.1717967802479887]",0,4
TOI-1272 b,TOI-1272,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.31599,1.8E-5,-1.80E-05,0.0417,4.132,0.369,27,0.08495,Mass,0.35,486.9533952254643,975,12,-12,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,Unknown,5065,52,-50,0,0.79,0.88,0.182,4.58,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m47.09s,199.1962036,49.8610591,137.572,11.758,9.701,1/1/2022,"[4.132,27.0,5065.0]","[-0.7623622765717503,-0.5240711996957669,-0.40320693346624087]",0,0
TOI-3362 b,TOI-3362,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...920L..16D/abstract target=ref>Dong et al. 2021</a>,18.09547,3.0E-5,-3.00E-05,0.153,12.801,1.142,1598.35906,5.029,Mass,0.815,486.9533952254643,1102,28,-27,0,0,<a refstr=DONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...920L..16D/abstract target=ref>Dong et al. 2021</a>,Unknown,6532,88,-86,0,1.83,1.45,0.017,4.07,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h23m56.19s,155.9841428,-56.8431169,366.987,10.86,9.693,1/1/2021,"[12.801,1598.35906,6532.0]","[0.813013762569349,2.7267195878723176,1.3934730416649992]",0,0
HD 18599 b,HD 18599,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DESIDERA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221007933D/abstract target=ref>Desidera et al. 2022</a>,4.1374354,3.6E-6,-3.70E-06,0.048,2.6,0.232,24.1,0.07583,Mass,0.34,486.9533952254643,1102,28,-27,0,0,<a refstr=DESIDERA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221007933D/abstract target=ref>Desidera et al. 2022</a>,K2 V,5145,50,-50,0,0.77,0.86,0,4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h57m02.88s,44.2620144,-56.1918694,38.5653,8.99,6.883,1/1/2022,"[2.6,24.1,5145.0]","[-1.0407653325140924,-0.5300706517140391,-0.3052284753813744]",0,0
TOI-1478 b,TOI-1478,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,10.180249,1.5E-5,-1.50E-05,0.0903,11.882,1.06,270.47333,0.851,Mass,0.024,486.9533952254643,918,11,-11,0,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,Unknown,5597,83,-82,0,1.05,0.95,0.078,4.37,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m44.10s,126.4337428,-13.5595485,152.892,10.723,9.201,1/1/2021,"[11.882,270.47333,5597.0]","[0.6460082740504113,-0.02037928208749978,0.2483498127981216]",0,0
HD 110067 c,HD 110067,Transit,2023,Multiple Observatories,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,13.673694,2.4E-5,-2.40E-05,0.1039,2.388,0.213,6.3,0.01982,Mass,0.09342614,486.9533952254643,699,9,-9,0,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266,64,-64,0,0.79,0.8,-0.2,4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,20.0273377,32.1585,8.419,6.492,1/1/2023,"[2.388,6.3,5266.0]","[-1.0792910817698211,-0.5668948744468828,-0.15703605752801372]",0,9
Kepler-109 b,Kepler-109,Transit,2014,Kepler,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,6.4816307,4.8E-6,-4.80E-06,0.0701,2.49,0.222,4.9,0.01542,Mass,0.11,442,1276,23,-23,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,5950,62,-62,0,1.39,1.09,-0.02,4.392565130260512,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m34.24s,290.3926795,40.2849074,474.861,12.398,11.001,1/1/2014,"[2.49,4.9,5950.0]","[-1.06075510807131,-0.5697911616281178,0.6806797590975951]",0,1
Kepler-406 c,Kepler-406,Transit,2014,Kepler,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,4.62332,0.013030851,-0.009756005,0.11312557679914075,0.85,0.076,2.71,0.009,Mass,0.09342614,486.9533952254643,1102,28,-27,0,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Unknown,5538,75,-75,0,1.07,1.07,0.18,4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m23.56s,291.8481764,44.9682807,364.03,12.603,10.97,1/1/2014,"[0.85,2.71,5538.0]","[-1.3587844891061933,-0.5743217822901924,0.1760906999605325]",0,1
Kepler-56 b,Kepler-56,Transit,2012,Kepler,<a refstr=HUBER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...342..331H/abstract target=ref> Huber et al. 2013 </a>,10.5016,0.0011,-0.001,0.1028,6.51,0.581,22.1,0.07,Mass,0.09342614,486.9533952254643,1102,28,-27,0,1,<a refstr=HUBER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...342..331H/abstract target=ref> Huber et al. 2013 </a>,Unknown,4840,97,-97,0,4.23,1.32,0.2,3.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m01.99s,293.7583002,41.871807,912.994,12.598,10.227,1/1/2012,"[6.51,22.1,4840.0]","[-0.3302196740711696,-0.5342082048300889,-0.678771346829928]",0,1
TOI-270 d,TOI-270,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,11.379573,1.3E-5,-1.30E-05,0.0721,2.133,0.19,4.78,0.01504,Mass,0.032,486.9533952254643,387,10,-10,0,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,M,3506,70,-70,0,0.38,0.39,-0.2,4.87,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51.9573937,22.4793,12.603,8.251,1/1/2019,"[2.133,4.78,3506.0]","[-1.1256310160160987,-0.5700394148150808,-2.3125621353950776]",0,0
TOI-3321 b,TOI-3321,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,3.6525145,2.7E-6,-2.80E-06,0.047,15.558,1.388,176.07694,0.554,Mass,0.054,486.9533952254643,1616,29,-28,0,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,Unknown,5850,140,-140,0,1.55,1.04,-0.103,4.08,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h43m02.48s,265.7603351,-65.0082516,285.895,11.076,9.67,1/1/2024,"[15.558,176.07694,5850.0]","[1.3140302281261618,-0.21566432088167833,0.5582066864915121]",0,0
TOI-1670 b,TOI-1670,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,10.98462,4.6E-4,-5.10E-04,0.103,2.06,0.184,41.31769,0.13,Mass,0.59,486.9533952254643,1062,14,-13,0,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,F7 V,6170,61,-61,0,1.32,1.21,0.09,4.29,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m04.14s,259.0172522,72.1611806,168.067,9.889,8.724,1/1/2022,"[2.06,41.31769,6170.0]","[-1.1388969579767976,-0.49445109825869893,0.9501205188309781]",0,0
Kepler-56 c,Kepler-56,Transit,2012,Kepler,<a refstr=HUBER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...342..331H/abstract target=ref> Huber et al. 2013 </a>,21.40239,5.9E-4,-6.20E-04,0.1652,9.8,0.874,181,0.57,Mass,0.09342614,486.9533952254643,1102,28,-27,0,1,<a refstr=HUBER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...342..331H/abstract target=ref> Huber et al. 2013 </a>,Unknown,4840,97,-97,0,4.23,1.32,0.2,3.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m01.99s,293.7583002,41.871807,912.994,12.598,10.227,1/1/2012,"[9.8,181.0,4840.0]","[0.26765634032198043,-0.20547960975992813,-0.678771346829928]",0,1
Kepler-57 c,Kepler-57,Transit,2012,Kepler,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,11.6,0.013030851,-0.009756005,0.11312557679914075,2.196,0.196,6.86,0.02158,Mass,0.0725,486.9533952254643,1102,28,-27,0,1,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,Unknown,5187.9,90.8,-90.8,0,0.83,0.86,0.062,4.392565130260512,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m33.92s,293.6413146,44.6570692,644.14,15.017,12.897,1/1/2012,"[2.196,6.86,5187.9]","[-1.1141823263787831,-0.5657363595743888,-0.25268752723336513]",0,1
EPIC 229004835 b,EPIC 229004835,Transit,2023,K2,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,16.141132,1.9E-5,-1.90E-05,0.1237,2.332,0.208,10.4,0.03272,Mass,0.23,69.7,804,10,-10,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,5868,60,-60,0,1,0.97,-0.12,4.392565130260512,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h25m56.65s,186.4860415,-1.4047214,121.971,10.23,8.725,1/1/2023,"[2.332,10.4,5868.0]","[-1.0894676947807684,-0.5584128905589807,0.580251839560607]",0,2
GJ 9827 b,GJ 9827,Transit,2017,K2,<a refstr=PASSEGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240106276P/abstract target=ref>Passegger et al. 2024</a>,1.208974,1.0E-6,-1.00E-06,0.0189,1.44,0.128,4.28,0.01347,Mass,0.09342614,486.9533952254643,1035,29,-29,0,0,<a refstr=PASSEGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240106276P/abstract target=ref>Passegger et al. 2024</a>,K7 V,4236,12,-12,0,0.58,0.62,-0.29,4.72,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h27m05.23s,351.7717763,-1.2853435,29.661,10.37,7.193,1/1/2017,"[1.44,4.28,4236.0]","[-1.2515666020265708,-0.5710738030940933,-1.4185087053706704]",0,2
HD 3167 b,HD 3167,Transit,2016,K2,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.959641,1.1E-5,-1.10E-05,0.01796,1.67,0.149,4.97,0.01564,Mass,0,1650,1774,29,-29,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,5261,60,-60,0,0.88,0.84,0.04,4.392565130260512,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h34m57.64s,8.7401487,4.3807215,47.2899,8.97,7.066,1/1/2016,"[1.67,4.97,5261.0]","[-1.2097697985887517,-0.5696463472690559,-0.16315971115831787]",0,2
Kepler-102 f,Kepler-102,Transit,2014,Kepler,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,27.453592,6.0E-5,-6.00E-05,0.1656,0.861,0.077,4.3,0.01353,Mass,0.1,10,495,11,-11,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,4909,98,-98,0,0.72,0.8,0.11,4.392565130260512,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h45m55.79s,281.4824731,47.2078263,107.796,12.072,9.351,1/1/2014,"[0.861,4.3,4909.0]","[-1.3567855115504717,-0.5710324275629327,-0.5942649267317306]",0,1
Kepler-15 b,Kepler-15,Transit,2011,Kepler,<a refstr=ENDL_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...13E/abstract target=ref> Endl et al. 2011 </a>,4.942782,1.3E-6,-1.30E-06,0.05714,10.76,0.96,209.76,0.66,Mass,0.06,486.9533952254643,1102,28,-27,0,0,<a refstr=ENDL_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...13E/abstract target=ref> Endl et al. 2011 </a>,Unknown,5515,122,-130,0,0.99,1.02,0.36,4.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m48.13s,296.2005506,49.1400304,739.412,13.81,12.216,1/1/2011,"[10.76,209.76,5515.0]","[0.44211256336678995,-0.14598159595113128,0.1479218932611334]",0,1
Kepler-68 b,Kepler-68,Transit,2013,Kepler,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,5.39875259,5.2E-7,-5.20E-07,0.06135,2.357,0.21,8.03,0.02527,Mass,0.09,441,1275,17,-17,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,5847,75,-75,0,1.26,1.06,0.11,4.392565130260512,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m07.75s,291.0323102,49.0402129,144.166,10.077,8.588,1/1/2013,"[2.357,8.03,5847.0]","[-1.0849245639723097,-0.5633158910014998,0.5545324943133295]",0,1
